N0,N1,Sin,c
1.04477e+08,1.67457e-05,77,3.16228e-12
1.06077e+08,1.31686e-05,78,3.16228e-12
1.07677e+08,1.56161e-05,79,3.16228e-12
1.09277e+08,1.39525e-05,80,3.16228e-12
1.10877e+08,1.4989e-05,81,3.16228e-12
1.12477e+08,1.34306e-05,82,3.16228e-12
1.14077e+08,1.39017e-05,83,3.16228e-12
1.15677e+08,1.44592e-05,84,3.16228e-12
1.17277e+08,1.7214e-05,85,3.16228e-12
1.18877e+08,1.39053e-05,86,3.16228e-12
1.20477e+08,1.62973e-05,87,3.16228e-12
1.22077e+08,1.67051e-05,88,3.16228e-12
1.23677e+08,1.48146e-05,89,3.16228e-12
1.25277e+08,1.47178e-05,90,3.16228e-12
1.26877e+08,1.35539e-05,91,3.16228e-12
1.28477e+08,1.51663e-05,92,3.16228e-12
1.30077e+08,1.40786e-05,93,3.16228e-12
1.31677e+08,1.61702e-05,94,3.16228e-12
1.33277e+08,1.79789e-05,95,3.16228e-12
1.34877e+08,1.37172e-05,96,3.16228e-12
1.36477e+08,1.48288e-05,97,3.16228e-12
1.38077e+08,1.44619e-05,98,3.16228e-12
1.39677e+08,1.52803e-05,99,3.16228e-12
1.41277e+08,1.59411e-05,100,3.16228e-12
1.42877e+08,1.6609e-05,101,3.16228e-12
1.44477e+08,1.7439e-05,102,3.16228e-12
1.46077e+08,1.65754e-05,103,3.16228e-12
1.47677e+08,1.54188e-05,104,3.16228e-12
1.49277e+08,1.48023e-05,105,3.16228e-12
1.50877e+08,1.79183e-05,106,3.16228e-12
1.52477e+08,1.51228e-05,107,3.16228e-12
1.54077e+08,1.57969e-05,108,3.16228e-12
1.55677e+08,1.59366e-05,109,3.16228e-12
1.57277e+08,1.44228e-05,110,3.16228e-12
1.58877e+08,1.54716e-05,111,3.16228e-12
1.60477e+08,1.64347e-05,112,3.16228e-12
1.62077e+08,1.77733e-05,113,3.16228e-12
1.63677e+08,1.56714e-05,114,3.16228e-12
1.65277e+08,1.71051e-17,115,3.16228e-12
1.66877e+08,1.62098e-05,116,3.16228e-12
1.68477e+08,1.7189e-05,117,3.16228e-12
1.70077e+08,1.68625e-05,118,3.16228e-12
1.71677e+08,1.65121e-05,119,3.16228e-12
1.73277e+08,1.9667e-17,120,3.16228e-12
1.74877e+08,1.78166e-05,121,3.16228e-12
1.76477e+08,1.32779e-05,122,3.16228e-12
1.78077e+08,1.7343e-05,123,3.16228e-12
1.79677e+08,1.9026e-17,124,3.16228e-12
1.81277e+08,1.79316e-05,125,3.16228e-12
1.82877e+08,2.02647e-17,126,3.16228e-12
1.84477e+08,1.78438e-05,127,3.16228e-12
1.86077e+08,2.08485e-17,128,3.16228e-12
1.87677e+08,1.71285e-05,129,3.16228e-12
1.89277e+08,2.04879e-17,130,3.16228e-12
1.90877e+08,2.09773e-17,131,3.16228e-12
1.92477e+08,2.10199e-17,132,3.16228e-12
1.94077e+08,2.27383e-17,133,3.16228e-12
1.95677e+08,2.35677e-17,134,3.16228e-12
1.97277e+08,2.22139e-17,135,3.16228e-12
1.98877e+08,2.23661e-17,136,3.16228e-12
2.00477e+08,2.35983e-17,137,3.16228e-12
2.02077e+08,2.3878e-17,138,3.16228e-12
2.03677e+08,2.43836e-17,139,3.16228e-12
2.05277e+08,2.47575e-17,140,3.16228e-12
2.06877e+08,2.47661e-17,141,3.16228e-12
2.08477e+08,2.53511e-17,142,3.16228e-12
2.10077e+08,2.53043e-17,143,3.16228e-12
2.11677e+08,2.47502e-17,144,3.16228e-12
2.13277e+08,2.47114e-17,145,3.16228e-12
2.14877e+08,2.6924e-17,146,3.16228e-12
2.16477e+08,2.61301e-17,147,3.16228e-12
2.18077e+08,2.62302e-17,148,3.16228e-12
2.19677e+08,2.63927e-17,149,3.16228e-12
2.21277e+08,2.83068e-17,150,3.16228e-12
