time,size,population,location
73.9419,1009.79,N0,Lumen
73.9419,14.9651,N1,Lumen
73.9419,23.0268,AB,Lumen
74.0642,2.04881,R,Wall
74.0642,2231.3,N0,Wall
74.0642,1.31483,N1,Wall
74.0642,0,AB,Wall
74.0642,5.27399,R,Lumen
74.0642,1009.68,N0,Lumen
74.0642,15.1673,N1,Lumen
74.0642,23.0265,AB,Lumen
74.1859,2.04881,R,Wall
74.1859,2231.28,N0,Wall
74.1859,1.33281,N1,Wall
74.1859,0,AB,Wall
74.1859,5.27365,R,Lumen
74.1859,1009.58,N0,Lumen
74.1859,15.3713,N1,Lumen
74.1859,23.0261,AB,Lumen
74.3071,2.0488,R,Wall
74.3071,2231.27,N0,Wall
74.3071,1.35096,N1,Wall
74.3071,0,AB,Wall
74.3071,5.2733,R,Lumen
74.3071,1009.47,N0,Lumen
74.3071,15.5771,N1,Lumen
74.3071,23.0257,AB,Lumen
74.4278,2.0488,R,Wall
74.4278,2231.26,N0,Wall
74.4278,1.36928,N1,Wall
74.4278,0,AB,Wall
74.4278,5.27295,R,Lumen
74.4278,1009.37,N0,Lumen
74.4278,15.7848,N1,Lumen
74.4278,23.0254,AB,Lumen
74.548,2.04879,R,Wall
74.548,2231.25,N0,Wall
74.548,1.38776,N1,Wall
74.548,0,AB,Wall
74.548,5.2726,R,Lumen
74.548,1009.26,N0,Lumen
74.548,15.9944,N1,Lumen
74.548,23.025,AB,Lumen
74.6677,2.04879,R,Wall
74.6677,2231.24,N0,Wall
74.6677,1.40641,N1,Wall
74.6677,0,AB,Wall
74.6677,5.27224,R,Lumen
74.6677,1009.15,N0,Lumen
74.6677,16.2058,N1,Lumen
74.6677,23.0246,AB,Lumen
74.7868,2.04878,R,Wall
74.7868,2231.23,N0,Wall
74.7868,1.42522,N1,Wall
74.7868,0,AB,Wall
74.7868,5.27188,R,Lumen
74.7868,1009.04,N0,Lumen
74.7868,16.4191,N1,Lumen
74.7868,23.0242,AB,Lumen
74.9055,2.04878,R,Wall
74.9055,2231.21,N0,Wall
74.9055,1.44421,N1,Wall
74.9055,0,AB,Wall
74.9055,5.27152,R,Lumen
74.9055,1008.93,N0,Lumen
74.9055,16.6343,N1,Lumen
74.9055,23.0238,AB,Lumen
75.0237,2.04877,R,Wall
75.0237,2231.2,N0,Wall
75.0237,1.46336,N1,Wall
75.0237,0,AB,Wall
75.0237,5.27115,R,Lumen
75.0237,1008.81,N0,Lumen
75.0237,16.8514,N1,Lumen
75.0237,23.0234,AB,Lumen
75.1415,2.04877,R,Wall
75.1415,2231.19,N0,Wall
75.1415,1.48268,N1,Wall
75.1415,0,AB,Wall
75.1415,5.27078,R,Lumen
75.1415,1008.7,N0,Lumen
75.1415,17.0704,N1,Lumen
75.1415,23.0229,AB,Lumen
75.2587,2.04876,R,Wall
75.2587,2231.18,N0,Wall
75.2587,1.50218,N1,Wall
75.2587,0,AB,Wall
75.2587,5.27041,R,Lumen
75.2587,1008.58,N0,Lumen
75.2587,17.2913,N1,Lumen
75.2587,23.0225,AB,Lumen
75.3755,2.04876,R,Wall
75.3755,2231.16,N0,Wall
75.3755,1.52184,N1,Wall
75.3755,0,AB,Wall
75.3755,5.27003,R,Lumen
75.3755,1008.47,N0,Lumen
75.3755,17.5142,N1,Lumen
75.3755,23.0221,AB,Lumen
75.4918,2.04875,R,Wall
75.4918,2231.15,N0,Wall
75.4918,1.54168,N1,Wall
75.4918,0,AB,Wall
75.4918,5.26965,R,Lumen
75.4918,1008.35,N0,Lumen
75.4918,17.7389,N1,Lumen
75.4918,23.0216,AB,Lumen
75.6076,2.04875,R,Wall
75.6076,2231.14,N0,Wall
75.6076,1.56169,N1,Wall
75.6076,0,AB,Wall
75.6076,5.26926,R,Lumen
75.6076,1008.23,N0,Lumen
75.6076,17.9656,N1,Lumen
75.6076,23.0212,AB,Lumen
75.723,2.04874,R,Wall
75.723,2231.13,N0,Wall
75.723,1.58188,N1,Wall
75.723,0,AB,Wall
75.723,5.26887,R,Lumen
75.723,1008.11,N0,Lumen
75.723,18.1943,N1,Lumen
75.723,23.0207,AB,Lumen
75.838,2.04874,R,Wall
75.838,2231.11,N0,Wall
75.838,1.60224,N1,Wall
75.838,0,AB,Wall
75.838,5.26848,R,Lumen
75.838,1007.99,N0,Lumen
75.838,18.4249,N1,Lumen
75.838,23.0203,AB,Lumen
75.9524,2.04873,R,Wall
75.9524,2231.1,N0,Wall
75.9524,1.62277,N1,Wall
75.9524,0,AB,Wall
75.9524,5.26809,R,Lumen
75.9524,1007.87,N0,Lumen
75.9524,18.6575,N1,Lumen
75.9524,23.0198,AB,Lumen
76.0664,2.04872,R,Wall
76.0664,2231.09,N0,Wall
76.0664,1.64349,N1,Wall
76.0664,0,AB,Wall
76.0664,5.26769,R,Lumen
76.0664,1007.74,N0,Lumen
76.0664,18.892,N1,Lumen
76.0664,23.0194,AB,Lumen
76.18,2.04872,R,Wall
76.18,2231.07,N0,Wall
76.18,1.66438,N1,Wall
76.18,0,AB,Wall
76.18,5.26729,R,Lumen
76.18,1007.62,N0,Lumen
76.18,19.1286,N1,Lumen
76.18,23.0189,AB,Lumen
76.2932,2.04871,R,Wall
76.2932,2231.06,N0,Wall
76.2932,1.68545,N1,Wall
76.2932,0,AB,Wall
76.2932,5.26689,R,Lumen
76.2932,1007.49,N0,Lumen
76.2932,19.3671,N1,Lumen
76.2932,23.0184,AB,Lumen
76.4059,2.04871,R,Wall
76.4059,2231.05,N0,Wall
76.4059,1.7067,N1,Wall
76.4059,0,AB,Wall
76.4059,5.26648,R,Lumen
76.4059,1007.36,N0,Lumen
76.4059,19.6077,N1,Lumen
76.4059,23.0179,AB,Lumen
76.5181,2.0487,R,Wall
76.5181,2231.03,N0,Wall
76.5181,1.72813,N1,Wall
76.5181,0,AB,Wall
76.5181,5.26607,R,Lumen
76.5181,1007.23,N0,Lumen
76.5181,19.8503,N1,Lumen
76.5181,23.0174,AB,Lumen
76.63,2.04869,R,Wall
76.63,2231.02,N0,Wall
76.63,1.74975,N1,Wall
76.63,0,AB,Wall
76.63,5.26566,R,Lumen
76.63,1007.1,N0,Lumen
76.63,20.0949,N1,Lumen
76.63,23.0169,AB,Lumen
76.7414,2.04869,R,Wall
76.7414,2231,N0,Wall
76.7414,1.77154,N1,Wall
76.7414,0,AB,Wall
76.7414,5.26524,R,Lumen
76.7414,1006.97,N0,Lumen
76.7414,20.3415,N1,Lumen
76.7414,23.0164,AB,Lumen
76.8524,2.04868,R,Wall
76.8524,2230.99,N0,Wall
76.8524,1.79352,N1,Wall
76.8524,0,AB,Wall
76.8524,5.26482,R,Lumen
76.8524,1006.84,N0,Lumen
76.8524,20.5902,N1,Lumen
76.8524,23.0159,AB,Lumen
76.963,2.04868,R,Wall
76.963,2230.98,N0,Wall
76.963,1.81568,N1,Wall
76.963,0,AB,Wall
76.963,5.2644,R,Lumen
76.963,1006.7,N0,Lumen
76.963,20.8409,N1,Lumen
76.963,23.0154,AB,Lumen
77.0731,2.04867,R,Wall
77.0731,2230.96,N0,Wall
77.0731,1.83803,N1,Wall
77.0731,0,AB,Wall
77.0731,5.26398,R,Lumen
77.0731,1006.57,N0,Lumen
77.0731,21.0937,N1,Lumen
77.0731,23.0149,AB,Lumen
77.1829,2.04866,R,Wall
77.1829,2230.95,N0,Wall
77.1829,1.86056,N1,Wall
77.1829,0,AB,Wall
77.1829,5.26355,R,Lumen
77.1829,1006.43,N0,Lumen
77.1829,21.3486,N1,Lumen
77.1829,23.0144,AB,Lumen
77.2922,2.04866,R,Wall
77.2922,2230.93,N0,Wall
77.2922,1.88328,N1,Wall
77.2922,0,AB,Wall
77.2922,5.26312,R,Lumen
77.2922,1006.29,N0,Lumen
77.2922,21.6055,N1,Lumen
77.2922,23.0139,AB,Lumen
77.4012,2.04865,R,Wall
77.4012,2230.92,N0,Wall
77.4012,1.90619,N1,Wall
77.4012,0,AB,Wall
77.4012,5.26268,R,Lumen
77.4012,1006.15,N0,Lumen
77.4012,21.8645,N1,Lumen
77.4012,23.0133,AB,Lumen
77.5097,2.04865,R,Wall
77.5097,2230.9,N0,Wall
77.5097,1.92929,N1,Wall
77.5097,0,AB,Wall
77.5097,5.26225,R,Lumen
77.5097,1006.01,N0,Lumen
77.5097,22.1257,N1,Lumen
77.5097,23.0128,AB,Lumen
77.6178,2.04864,R,Wall
77.6178,2230.89,N0,Wall
77.6178,1.95257,N1,Wall
77.6178,0,AB,Wall
77.6178,5.26181,R,Lumen
77.6178,1005.87,N0,Lumen
77.6178,22.3889,N1,Lumen
77.6178,23.0122,AB,Lumen
77.7256,2.04863,R,Wall
77.7256,2230.87,N0,Wall
77.7256,1.97605,N1,Wall
77.7256,0,AB,Wall
77.7256,5.26136,R,Lumen
77.7256,1005.73,N0,Lumen
77.7256,22.6543,N1,Lumen
77.7256,23.0117,AB,Lumen
77.8329,2.04863,R,Wall
77.8329,2230.86,N0,Wall
77.8329,1.99972,N1,Wall
77.8329,0,AB,Wall
77.8329,5.26092,R,Lumen
77.8329,1005.58,N0,Lumen
77.8329,22.9218,N1,Lumen
77.8329,23.0111,AB,Lumen
77.9399,2.04862,R,Wall
77.9399,2230.84,N0,Wall
77.9399,2.02358,N1,Wall
77.9399,0,AB,Wall
77.9399,5.26047,R,Lumen
77.9399,1005.44,N0,Lumen
77.9399,23.1915,N1,Lumen
77.9399,23.0106,AB,Lumen
78.0465,2.04861,R,Wall
78.0465,2230.83,N0,Wall
78.0465,2.04764,N1,Wall
78.0465,0,AB,Wall
78.0465,5.26002,R,Lumen
78.0465,1005.29,N0,Lumen
78.0465,23.4633,N1,Lumen
78.0465,23.01,AB,Lumen
78.1527,2.04861,R,Wall
78.1527,2230.81,N0,Wall
78.1527,2.07188,N1,Wall
78.1527,0,AB,Wall
78.1527,5.25957,R,Lumen
78.1527,1005.14,N0,Lumen
78.1527,23.7372,N1,Lumen
78.1527,23.0095,AB,Lumen
78.2586,2.0486,R,Wall
78.2586,2230.8,N0,Wall
78.2586,2.09633,N1,Wall
78.2586,0,AB,Wall
78.2586,5.25911,R,Lumen
78.2586,1004.99,N0,Lumen
78.2586,24.0134,N1,Lumen
78.2586,23.0089,AB,Lumen
78.364,2.04859,R,Wall
78.364,2230.78,N0,Wall
78.364,2.12097,N1,Wall
78.364,0,AB,Wall
78.364,5.25865,R,Lumen
78.364,1004.84,N0,Lumen
78.364,24.2917,N1,Lumen
78.364,23.0083,AB,Lumen
78.4691,2.04859,R,Wall
78.4691,2230.76,N0,Wall
78.4691,2.14581,N1,Wall
78.4691,0,AB,Wall
78.4691,5.25819,R,Lumen
78.4691,1004.69,N0,Lumen
78.4691,24.5722,N1,Lumen
78.4691,23.0077,AB,Lumen
78.5738,2.04858,R,Wall
78.5738,2230.75,N0,Wall
78.5738,2.17084,N1,Wall
78.5738,0,AB,Wall
78.5738,5.25772,R,Lumen
78.5738,1004.53,N0,Lumen
78.5738,24.8549,N1,Lumen
78.5738,23.0071,AB,Lumen
78.6782,2.04857,R,Wall
78.6782,2230.73,N0,Wall
78.6782,2.19608,N1,Wall
78.6782,0,AB,Wall
78.6782,5.25725,R,Lumen
78.6782,1004.38,N0,Lumen
78.6782,25.1398,N1,Lumen
78.6782,23.0065,AB,Lumen
78.7822,2.04857,R,Wall
78.7822,2230.72,N0,Wall
78.7822,2.22151,N1,Wall
78.7822,0,AB,Wall
78.7822,5.25678,R,Lumen
78.7822,1004.22,N0,Lumen
78.7822,25.4269,N1,Lumen
78.7822,23.0059,AB,Lumen
78.8858,2.04856,R,Wall
78.8858,2230.7,N0,Wall
78.8858,2.24715,N1,Wall
78.8858,0,AB,Wall
78.8858,5.2563,R,Lumen
78.8858,1004.06,N0,Lumen
78.8858,25.7162,N1,Lumen
78.8858,23.0053,AB,Lumen
78.9891,2.04855,R,Wall
78.9891,2230.68,N0,Wall
78.9891,2.27299,N1,Wall
78.9891,0,AB,Wall
78.9891,5.25583,R,Lumen
78.9891,1003.9,N0,Lumen
78.9891,26.0078,N1,Lumen
78.9891,23.0047,AB,Lumen
79.092,2.04855,R,Wall
79.092,2230.67,N0,Wall
79.092,2.29903,N1,Wall
79.092,0,AB,Wall
79.092,5.25534,R,Lumen
79.092,1003.74,N0,Lumen
79.092,26.3017,N1,Lumen
79.092,23.0041,AB,Lumen
79.1946,2.04854,R,Wall
79.1946,2230.65,N0,Wall
79.1946,2.32527,N1,Wall
79.1946,0,AB,Wall
79.1946,5.25486,R,Lumen
79.1946,1003.58,N0,Lumen
79.1946,26.5978,N1,Lumen
79.1946,23.0035,AB,Lumen
79.2968,2.04853,R,Wall
79.2968,2230.63,N0,Wall
79.2968,2.35172,N1,Wall
79.2968,0,AB,Wall
79.2968,5.25437,R,Lumen
79.2968,1003.42,N0,Lumen
79.2968,26.8962,N1,Lumen
79.2968,23.0029,AB,Lumen
79.3987,2.04852,R,Wall
79.3987,2230.61,N0,Wall
79.3987,2.37838,N1,Wall
79.3987,0,AB,Wall
79.3987,5.25388,R,Lumen
79.3987,1003.25,N0,Lumen
79.3987,27.1968,N1,Lumen
79.3987,23.0023,AB,Lumen
79.5003,2.04852,R,Wall
79.5003,2230.6,N0,Wall
79.5003,2.40524,N1,Wall
79.5003,0,AB,Wall
79.5003,5.25339,R,Lumen
79.5003,1003.09,N0,Lumen
79.5003,27.4998,N1,Lumen
79.5003,23.0016,AB,Lumen
79.6015,2.04851,R,Wall
79.6015,2230.58,N0,Wall
79.6015,2.43231,N1,Wall
79.6015,0,AB,Wall
79.6015,5.25289,R,Lumen
79.6015,1002.92,N0,Lumen
79.6015,27.805,N1,Lumen
79.6015,23.001,AB,Lumen
79.7024,2.0485,R,Wall
79.7024,2230.56,N0,Wall
79.7024,2.45959,N1,Wall
79.7024,0,AB,Wall
79.7024,5.25239,R,Lumen
79.7024,1002.75,N0,Lumen
79.7024,28.1126,N1,Lumen
79.7024,23.0004,AB,Lumen
79.8029,2.04849,R,Wall
79.8029,2230.54,N0,Wall
79.8029,2.48708,N1,Wall
79.8029,0,AB,Wall
79.8029,5.25189,R,Lumen
79.8029,1002.58,N0,Lumen
79.8029,28.4224,N1,Lumen
79.8029,22.9997,AB,Lumen
79.9031,2.04849,R,Wall
79.9031,2230.53,N0,Wall
79.9031,2.51478,N1,Wall
79.9031,0,AB,Wall
79.9031,5.25138,R,Lumen
79.9031,1002.41,N0,Lumen
79.9031,28.7346,N1,Lumen
79.9031,22.9991,AB,Lumen
80.003,2.04848,R,Wall
80.003,2230.51,N0,Wall
80.003,2.54269,N1,Wall
80.003,0,AB,Wall
80.003,5.25087,R,Lumen
80.003,1002.24,N0,Lumen
80.003,29.0492,N1,Lumen
80.003,22.9984,AB,Lumen
80.1025,2.04847,R,Wall
80.1025,2230.49,N0,Wall
80.1025,2.57081,N1,Wall
80.1025,0,AB,Wall
80.1025,5.25036,R,Lumen
80.1025,1002.06,N0,Lumen
80.1025,29.3661,N1,Lumen
80.1025,22.9977,AB,Lumen
80.2018,2.04846,R,Wall
80.2018,2230.47,N0,Wall
80.2018,2.59915,N1,Wall
80.2018,0,AB,Wall
80.2018,5.24985,R,Lumen
80.2018,1001.89,N0,Lumen
80.2018,29.6854,N1,Lumen
80.2018,22.9971,AB,Lumen
80.3007,2.04846,R,Wall
80.3007,2230.45,N0,Wall
80.3007,2.62771,N1,Wall
80.3007,0,AB,Wall
80.3007,5.24933,R,Lumen
80.3007,1001.71,N0,Lumen
80.3007,30.007,N1,Lumen
80.3007,22.9964,AB,Lumen
80.3993,2.04845,R,Wall
80.3993,2230.44,N0,Wall
80.3993,2.65648,N1,Wall
80.3993,0,AB,Wall
80.3993,5.24881,R,Lumen
80.3993,1001.53,N0,Lumen
80.3993,30.331,N1,Lumen
80.3993,22.9957,AB,Lumen
80.4976,2.04844,R,Wall
80.4976,2230.42,N0,Wall
80.4976,2.68546,N1,Wall
80.4976,0,AB,Wall
80.4976,5.24828,R,Lumen
80.4976,1001.35,N0,Lumen
80.4976,30.6574,N1,Lumen
80.4976,22.9951,AB,Lumen
80.5956,2.04843,R,Wall
80.5956,2230.4,N0,Wall
80.5956,2.71467,N1,Wall
80.5956,0,AB,Wall
80.5956,5.24775,R,Lumen
80.5956,1001.17,N0,Lumen
80.5956,30.9862,N1,Lumen
80.5956,22.9944,AB,Lumen
80.6932,2.04842,R,Wall
80.6932,2230.38,N0,Wall
80.6932,2.74409,N1,Wall
80.6932,0,AB,Wall
80.6932,5.24722,R,Lumen
80.6932,1000.99,N0,Lumen
80.6932,31.3175,N1,Lumen
80.6932,22.9937,AB,Lumen
80.7906,2.04842,R,Wall
80.7906,2230.36,N0,Wall
80.7906,2.77373,N1,Wall
80.7906,0,AB,Wall
80.7906,5.24668,R,Lumen
80.7906,1000.81,N0,Lumen
80.7906,31.6511,N1,Lumen
80.7906,22.993,AB,Lumen
80.8876,2.04841,R,Wall
80.8876,2230.34,N0,Wall
80.8876,2.8036,N1,Wall
80.8876,0,AB,Wall
80.8876,5.24614,R,Lumen
80.8876,1000.62,N0,Lumen
80.8876,31.9872,N1,Lumen
80.8876,22.9923,AB,Lumen
80.9844,2.0484,R,Wall
80.9844,2230.32,N0,Wall
80.9844,2.83369,N1,Wall
80.9844,0,AB,Wall
80.9844,5.2456,R,Lumen
80.9844,1000.44,N0,Lumen
80.9844,32.3258,N1,Lumen
80.9844,22.9916,AB,Lumen
81.0808,2.04839,R,Wall
81.0808,2230.3,N0,Wall
81.0808,2.864,N1,Wall
81.0808,0,AB,Wall
81.0808,5.24506,R,Lumen
81.0808,1000.25,N0,Lumen
81.0808,32.6668,N1,Lumen
81.0808,22.9909,AB,Lumen
81.177,2.04838,R,Wall
81.177,2230.28,N0,Wall
81.177,2.89453,N1,Wall
81.177,0,AB,Wall
81.177,5.24451,R,Lumen
81.177,1000.06,N0,Lumen
81.177,33.0102,N1,Lumen
81.177,22.9902,AB,Lumen
81.2728,2.04838,R,Wall
81.2728,2230.26,N0,Wall
81.2728,2.92529,N1,Wall
81.2728,0,AB,Wall
81.2728,5.24395,R,Lumen
81.2728,999.867,N0,Lumen
81.2728,33.3562,N1,Lumen
81.2728,22.9894,AB,Lumen
81.3684,2.04837,R,Wall
81.3684,2230.24,N0,Wall
81.3684,2.95628,N1,Wall
81.3684,0,AB,Wall
81.3684,5.2434,R,Lumen
81.3684,999.674,N0,Lumen
81.3684,33.7046,N1,Lumen
81.3684,22.9887,AB,Lumen
81.4637,2.04836,R,Wall
81.4637,2230.22,N0,Wall
81.4637,2.98749,N1,Wall
81.4637,0,AB,Wall
81.4637,5.24284,R,Lumen
81.4637,999.481,N0,Lumen
81.4637,34.0556,N1,Lumen
81.4637,22.988,AB,Lumen
81.5586,2.04835,R,Wall
81.5586,2230.2,N0,Wall
81.5586,3.01893,N1,Wall
81.5586,0,AB,Wall
81.5586,5.24227,R,Lumen
81.5586,999.285,N0,Lumen
81.5586,34.409,N1,Lumen
81.5586,22.9873,AB,Lumen
81.6533,2.04834,R,Wall
81.6533,2230.18,N0,Wall
81.6533,3.05061,N1,Wall
81.6533,0,AB,Wall
81.6533,5.24171,R,Lumen
81.6533,999.089,N0,Lumen
81.6533,34.765,N1,Lumen
81.6533,22.9865,AB,Lumen
81.7478,2.04833,R,Wall
81.7478,2230.16,N0,Wall
81.7478,3.08251,N1,Wall
81.7478,0,AB,Wall
81.7478,5.24114,R,Lumen
81.7478,998.891,N0,Lumen
81.7478,35.1235,N1,Lumen
81.7478,22.9858,AB,Lumen
81.8419,2.04832,R,Wall
81.8419,2230.14,N0,Wall
81.8419,3.11465,N1,Wall
81.8419,0,AB,Wall
81.8419,5.24056,R,Lumen
81.8419,998.691,N0,Lumen
81.8419,35.4846,N1,Lumen
81.8419,22.985,AB,Lumen
81.9357,2.04832,R,Wall
81.9357,2230.12,N0,Wall
81.9357,3.14701,N1,Wall
81.9357,0,AB,Wall
81.9357,5.23999,R,Lumen
81.9357,998.49,N0,Lumen
81.9357,35.8482,N1,Lumen
81.9357,22.9843,AB,Lumen
82.0293,2.04831,R,Wall
82.0293,2230.1,N0,Wall
82.0293,3.17962,N1,Wall
82.0293,0,AB,Wall
82.0293,5.23941,R,Lumen
82.0293,998.287,N0,Lumen
82.0293,36.2143,N1,Lumen
82.0293,22.9835,AB,Lumen
82.1226,2.0483,R,Wall
82.1226,2230.08,N0,Wall
82.1226,3.21245,N1,Wall
82.1226,0,AB,Wall
82.1226,5.23882,R,Lumen
82.1226,998.083,N0,Lumen
82.1226,36.5831,N1,Lumen
82.1226,22.9827,AB,Lumen
82.2156,2.04829,R,Wall
82.2156,2230.06,N0,Wall
82.2156,3.24553,N1,Wall
82.2156,0,AB,Wall
82.2156,5.23823,R,Lumen
82.2156,997.878,N0,Lumen
82.2156,36.9544,N1,Lumen
82.2156,22.982,AB,Lumen
82.3084,2.04828,R,Wall
82.3084,2230.04,N0,Wall
82.3084,3.27884,N1,Wall
82.3084,0,AB,Wall
82.3084,5.23764,R,Lumen
82.3084,997.671,N0,Lumen
82.3084,37.3284,N1,Lumen
82.3084,22.9812,AB,Lumen
82.4009,2.04827,R,Wall
82.4009,2230.01,N0,Wall
82.4009,3.31239,N1,Wall
82.4009,0,AB,Wall
82.4009,5.23704,R,Lumen
82.4009,997.462,N0,Lumen
82.4009,37.7049,N1,Lumen
82.4009,22.9804,AB,Lumen
82.4931,2.04826,R,Wall
82.4931,2229.99,N0,Wall
82.4931,3.34618,N1,Wall
82.4931,0,AB,Wall
82.4931,5.23644,R,Lumen
82.4931,997.252,N0,Lumen
82.4931,38.0841,N1,Lumen
82.4931,22.9796,AB,Lumen
82.5851,2.04825,R,Wall
82.5851,2229.97,N0,Wall
82.5851,3.38021,N1,Wall
82.5851,0,AB,Wall
82.5851,5.23584,R,Lumen
82.5851,997.041,N0,Lumen
82.5851,38.4659,N1,Lumen
82.5851,22.9788,AB,Lumen
82.6767,2.04824,R,Wall
82.6767,2229.95,N0,Wall
82.6767,3.41448,N1,Wall
82.6767,0,AB,Wall
82.6767,5.23523,R,Lumen
82.6767,996.828,N0,Lumen
82.6767,38.8504,N1,Lumen
82.6767,22.978,AB,Lumen
82.7682,2.04823,R,Wall
82.7682,2229.93,N0,Wall
82.7682,3.449,N1,Wall
82.7682,0,AB,Wall
82.7682,5.23462,R,Lumen
82.7682,996.614,N0,Lumen
82.7682,39.2375,N1,Lumen
82.7682,22.9772,AB,Lumen
82.8593,2.04822,R,Wall
82.8593,2229.9,N0,Wall
82.8593,3.48376,N1,Wall
82.8593,0,AB,Wall
82.8593,5.23401,R,Lumen
82.8593,996.398,N0,Lumen
82.8593,39.6273,N1,Lumen
82.8593,22.9764,AB,Lumen
82.9503,2.04821,R,Wall
82.9503,2229.88,N0,Wall
82.9503,3.51876,N1,Wall
82.9503,0,AB,Wall
82.9503,5.23339,R,Lumen
82.9503,996.18,N0,Lumen
82.9503,40.0198,N1,Lumen
82.9503,22.9756,AB,Lumen
83.0409,2.0482,R,Wall
83.0409,2229.86,N0,Wall
83.0409,3.55401,N1,Wall
83.0409,0,AB,Wall
83.0409,5.23276,R,Lumen
83.0409,995.961,N0,Lumen
83.0409,40.4149,N1,Lumen
83.0409,22.9748,AB,Lumen
83.1313,2.0482,R,Wall
83.1313,2229.84,N0,Wall
83.1313,3.58951,N1,Wall
83.1313,0,AB,Wall
83.1313,5.23214,R,Lumen
83.1313,995.741,N0,Lumen
83.1313,40.8128,N1,Lumen
83.1313,22.974,AB,Lumen
83.2215,2.04819,R,Wall
83.2215,2229.81,N0,Wall
83.2215,3.62526,N1,Wall
83.2215,0,AB,Wall
83.2215,5.23151,R,Lumen
83.2215,995.519,N0,Lumen
83.2215,41.2134,N1,Lumen
83.2215,22.9731,AB,Lumen
83.3114,2.04818,R,Wall
83.3114,2229.79,N0,Wall
83.3114,3.66126,N1,Wall
83.3114,0,AB,Wall
83.3114,5.23087,R,Lumen
83.3114,995.295,N0,Lumen
83.3114,41.6167,N1,Lumen
83.3114,22.9723,AB,Lumen
83.4011,2.04817,R,Wall
83.4011,2229.77,N0,Wall
83.4011,3.69751,N1,Wall
83.4011,0,AB,Wall
83.4011,5.23023,R,Lumen
83.4011,995.07,N0,Lumen
83.4011,42.0227,N1,Lumen
83.4011,22.9714,AB,Lumen
83.4905,2.04816,R,Wall
83.4905,2229.74,N0,Wall
83.4905,3.73401,N1,Wall
83.4905,0,AB,Wall
83.4905,5.22959,R,Lumen
83.4905,994.843,N0,Lumen
83.4905,42.4315,N1,Lumen
83.4905,22.9706,AB,Lumen
83.5796,2.04815,R,Wall
83.5796,2229.72,N0,Wall
83.5796,3.77077,N1,Wall
83.5796,0,AB,Wall
83.5796,5.22894,R,Lumen
83.5796,994.615,N0,Lumen
83.5796,42.8431,N1,Lumen
83.5796,22.9697,AB,Lumen
83.6686,2.04814,R,Wall
83.6686,2229.7,N0,Wall
83.6686,3.80778,N1,Wall
83.6686,0,AB,Wall
83.6686,5.22829,R,Lumen
83.6686,994.385,N0,Lumen
83.6686,43.2574,N1,Lumen
83.6686,22.9689,AB,Lumen
83.7573,2.04813,R,Wall
83.7573,2229.67,N0,Wall
83.7573,3.84505,N1,Wall
83.7573,0,AB,Wall
83.7573,5.22764,R,Lumen
83.7573,994.154,N0,Lumen
83.7573,43.6746,N1,Lumen
83.7573,22.968,AB,Lumen
83.8457,2.04812,R,Wall
83.8457,2229.65,N0,Wall
83.8457,3.88257,N1,Wall
83.8457,0,AB,Wall
83.8457,5.22698,R,Lumen
83.8457,993.921,N0,Lumen
83.8457,44.0945,N1,Lumen
83.8457,22.9671,AB,Lumen
83.9339,2.04811,R,Wall
83.9339,2229.62,N0,Wall
83.9339,3.92036,N1,Wall
83.9339,0,AB,Wall
83.9339,5.22632,R,Lumen
83.9339,993.686,N0,Lumen
83.9339,44.5172,N1,Lumen
83.9339,22.9663,AB,Lumen
84.0219,2.0481,R,Wall
84.0219,2229.6,N0,Wall
84.0219,3.9584,N1,Wall
84.0219,0,AB,Wall
84.0219,5.22565,R,Lumen
84.0219,993.45,N0,Lumen
84.0219,44.9428,N1,Lumen
84.0219,22.9654,AB,Lumen
84.1097,2.04809,R,Wall
84.1097,2229.57,N0,Wall
84.1097,3.99671,N1,Wall
84.1097,0,AB,Wall
84.1097,5.22498,R,Lumen
84.1097,993.213,N0,Lumen
84.1097,45.3711,N1,Lumen
84.1097,22.9645,AB,Lumen
84.1972,2.04807,R,Wall
84.1972,2229.55,N0,Wall
84.1972,4.03527,N1,Wall
84.1972,0,AB,Wall
84.1972,5.2243,R,Lumen
84.1972,992.973,N0,Lumen
84.1972,45.8024,N1,Lumen
84.1972,22.9636,AB,Lumen
84.2845,2.04806,R,Wall
84.2845,2229.52,N0,Wall
84.2845,4.07411,N1,Wall
84.2845,0,AB,Wall
84.2845,5.22362,R,Lumen
84.2845,992.732,N0,Lumen
84.2845,46.2365,N1,Lumen
84.2845,22.9627,AB,Lumen
84.3716,2.04805,R,Wall
84.3716,2229.5,N0,Wall
84.3716,4.1132,N1,Wall
84.3716,0,AB,Wall
84.3716,5.22294,R,Lumen
84.3716,992.49,N0,Lumen
84.3716,46.6735,N1,Lumen
84.3716,22.9618,AB,Lumen
84.4584,2.04804,R,Wall
84.4584,2229.47,N0,Wall
84.4584,4.15256,N1,Wall
84.4584,0,AB,Wall
84.4584,5.22225,R,Lumen
84.4584,992.246,N0,Lumen
84.4584,47.1133,N1,Lumen
84.4584,22.9609,AB,Lumen
84.545,2.04803,R,Wall
84.545,2229.45,N0,Wall
84.545,4.19219,N1,Wall
84.545,0,AB,Wall
84.545,5.22156,R,Lumen
84.545,992,N0,Lumen
84.545,47.5561,N1,Lumen
84.545,22.96,AB,Lumen
84.6314,2.04802,R,Wall
84.6314,2229.42,N0,Wall
