time,size,population,location
336.682,1635.26,N1,Wall
336.682,0,AB,Wall
336.682,2.86428,R,Lumen
336.682,15.1669,N0,Lumen
336.682,1878.96,N1,Lumen
336.682,17.647,AB,Lumen
337.255,2.18086,R,Wall
337.255,649.711,N0,Wall
337.255,1636.51,N1,Wall
337.255,0,AB,Wall
337.255,2.86428,R,Lumen
337.255,15.1669,N0,Lumen
337.255,1878.96,N1,Lumen
337.255,17.647,AB,Lumen
337.828,2.18106,R,Wall
337.828,648.429,N0,Wall
337.828,1637.76,N1,Wall
337.828,0,AB,Wall
337.828,2.86428,R,Lumen
337.828,15.1669,N0,Lumen
337.828,1878.96,N1,Lumen
337.828,17.647,AB,Lumen
338.403,2.18126,R,Wall
338.403,647.15,N0,Wall
338.403,1639.01,N1,Wall
338.403,0,AB,Wall
338.403,2.86428,R,Lumen
338.403,15.1669,N0,Lumen
338.403,1878.96,N1,Lumen
338.403,17.647,AB,Lumen
338.979,2.18146,R,Wall
338.979,645.874,N0,Wall
338.979,1640.25,N1,Wall
338.979,0,AB,Wall
338.979,2.86428,R,Lumen
338.979,15.1669,N0,Lumen
338.979,1878.96,N1,Lumen
338.979,17.647,AB,Lumen
339.556,2.18166,R,Wall
339.556,644.603,N0,Wall
339.556,1641.49,N1,Wall
339.556,0,AB,Wall
339.556,2.86428,R,Lumen
339.556,15.1669,N0,Lumen
339.556,1878.96,N1,Lumen
339.556,17.647,AB,Lumen
340.134,2.18186,R,Wall
340.134,643.334,N0,Wall
340.134,1642.73,N1,Wall
340.134,0,AB,Wall
340.134,2.86428,R,Lumen
340.134,15.1669,N0,Lumen
340.134,1878.96,N1,Lumen
340.134,17.647,AB,Lumen
340.714,2.18206,R,Wall
340.714,642.07,N0,Wall
340.714,1643.96,N1,Wall
340.714,0,AB,Wall
340.714,2.86428,R,Lumen
340.714,15.1669,N0,Lumen
340.714,1878.96,N1,Lumen
340.714,17.647,AB,Lumen
341.295,2.18226,R,Wall
341.295,640.808,N0,Wall
341.295,1645.19,N1,Wall
341.295,0,AB,Wall
341.295,2.86428,R,Lumen
341.295,15.1669,N0,Lumen
341.295,1878.96,N1,Lumen
341.295,17.647,AB,Lumen
341.877,2.18246,R,Wall
341.877,639.551,N0,Wall
341.877,1646.41,N1,Wall
341.877,0,AB,Wall
341.877,2.86428,R,Lumen
341.877,15.1669,N0,Lumen
341.877,1878.96,N1,Lumen
341.877,17.647,AB,Lumen
342.461,2.18266,R,Wall
342.461,638.297,N0,Wall
342.461,1647.64,N1,Wall
342.461,0,AB,Wall
342.461,2.86428,R,Lumen
342.461,15.1669,N0,Lumen
342.461,1878.96,N1,Lumen
342.461,17.647,AB,Lumen
343.045,2.18285,R,Wall
343.045,637.046,N0,Wall
343.045,1648.86,N1,Wall
343.045,0,AB,Wall
343.045,2.86428,R,Lumen
343.045,15.1669,N0,Lumen
343.045,1878.96,N1,Lumen
343.045,17.647,AB,Lumen
343.631,2.18305,R,Wall
343.631,635.799,N0,Wall
343.631,1650.07,N1,Wall
343.631,0,AB,Wall
343.631,2.86428,R,Lumen
343.631,15.1669,N0,Lumen
343.631,1878.96,N1,Lumen
343.631,17.647,AB,Lumen
344.218,2.18325,R,Wall
344.218,634.555,N0,Wall
344.218,1651.28,N1,Wall
344.218,0,AB,Wall
344.218,2.86428,R,Lumen
344.218,15.1669,N0,Lumen
344.218,1878.96,N1,Lumen
344.218,17.647,AB,Lumen
344.807,2.18344,R,Wall
344.807,633.315,N0,Wall
344.807,1652.49,N1,Wall
344.807,0,AB,Wall
344.807,2.86428,R,Lumen
344.807,15.1669,N0,Lumen
344.807,1878.96,N1,Lumen
344.807,17.647,AB,Lumen
345.396,2.18364,R,Wall
345.396,632.078,N0,Wall
345.396,1653.7,N1,Wall
345.396,0,AB,Wall
345.396,2.86428,R,Lumen
345.396,15.1669,N0,Lumen
345.396,1878.96,N1,Lumen
345.396,17.647,AB,Lumen
345.987,2.18383,R,Wall
345.987,630.845,N0,Wall
345.987,1654.9,N1,Wall
345.987,0,AB,Wall
345.987,2.86428,R,Lumen
345.987,15.1669,N0,Lumen
345.987,1878.96,N1,Lumen
345.987,17.647,AB,Lumen
346.579,2.18403,R,Wall
346.579,629.616,N0,Wall
346.579,1656.1,N1,Wall
346.579,0,AB,Wall
346.579,2.86428,R,Lumen
346.579,15.1669,N0,Lumen
346.579,1878.96,N1,Lumen
346.579,17.647,AB,Lumen
347.173,2.18422,R,Wall
347.173,628.39,N0,Wall
347.173,1657.29,N1,Wall
347.173,0,AB,Wall
347.173,2.86428,R,Lumen
347.173,15.1669,N0,Lumen
347.173,1878.96,N1,Lumen
347.173,17.647,AB,Lumen
347.768,2.18442,R,Wall
347.768,627.167,N0,Wall
347.768,1658.48,N1,Wall
347.768,0,AB,Wall
347.768,2.86428,R,Lumen
347.768,15.1669,N0,Lumen
347.768,1878.96,N1,Lumen
347.768,17.647,AB,Lumen
348.364,2.18461,R,Wall
348.364,625.948,N0,Wall
348.364,1659.67,N1,Wall
348.364,0,AB,Wall
348.364,2.86428,R,Lumen
348.364,15.1669,N0,Lumen
348.364,1878.96,N1,Lumen
348.364,17.647,AB,Lumen
348.961,2.1848,R,Wall
348.961,624.732,N0,Wall
348.961,1660.86,N1,Wall
348.961,0,AB,Wall
348.961,2.86428,R,Lumen
348.961,15.1669,N0,Lumen
348.961,1878.96,N1,Lumen
348.961,17.647,AB,Lumen
349.56,2.18499,R,Wall
349.56,623.52,N0,Wall
349.56,1662.04,N1,Wall
349.56,0,AB,Wall
349.56,2.86428,R,Lumen
349.56,15.1669,N0,Lumen
349.56,1878.96,N1,Lumen
349.56,17.647,AB,Lumen
350.16,2.18518,R,Wall
350.16,622.311,N0,Wall
350.16,1663.22,N1,Wall
350.16,0,AB,Wall
350.16,2.86428,R,Lumen
350.16,15.1669,N0,Lumen
350.16,1878.96,N1,Lumen
350.16,17.647,AB,Lumen
350.761,2.18537,R,Wall
350.761,621.106,N0,Wall
350.761,1664.39,N1,Wall
350.761,0,AB,Wall
350.761,2.86428,R,Lumen
350.761,15.1669,N0,Lumen
350.761,1878.96,N1,Lumen
350.761,17.647,AB,Lumen
351.364,2.18556,R,Wall
351.364,619.904,N0,Wall
351.364,1665.56,N1,Wall
351.364,0,AB,Wall
351.364,2.86428,R,Lumen
351.364,15.1669,N0,Lumen
351.364,1878.96,N1,Lumen
351.364,17.647,AB,Lumen
351.968,2.18575,R,Wall
351.968,618.706,N0,Wall
351.968,1666.73,N1,Wall
351.968,0,AB,Wall
351.968,2.86428,R,Lumen
351.968,15.1669,N0,Lumen
351.968,1878.96,N1,Lumen
351.968,17.647,AB,Lumen
352.573,2.18594,R,Wall
352.573,617.511,N0,Wall
352.573,1667.9,N1,Wall
352.573,0,AB,Wall
352.573,2.86428,R,Lumen
352.573,15.1669,N0,Lumen
352.573,1878.96,N1,Lumen
352.573,17.647,AB,Lumen
353.179,2.18613,R,Wall
353.179,616.32,N0,Wall
353.179,1669.06,N1,Wall
353.179,0,AB,Wall
353.179,2.86428,R,Lumen
353.179,15.1669,N0,Lumen
353.179,1878.96,N1,Lumen
353.179,17.647,AB,Lumen
353.787,2.18632,R,Wall
353.787,615.132,N0,Wall
353.787,1670.22,N1,Wall
353.787,0,AB,Wall
353.787,2.86428,R,Lumen
353.787,15.1669,N0,Lumen
353.787,1878.96,N1,Lumen
353.787,17.647,AB,Lumen
354.397,2.18651,R,Wall
354.397,613.947,N0,Wall
354.397,1671.37,N1,Wall
354.397,0,AB,Wall
354.397,2.86428,R,Lumen
354.397,15.1669,N0,Lumen
354.397,1878.96,N1,Lumen
354.397,17.647,AB,Lumen
355.007,2.1867,R,Wall
355.007,612.766,N0,Wall
355.007,1672.52,N1,Wall
355.007,0,AB,Wall
355.007,2.86428,R,Lumen
355.007,15.1669,N0,Lumen
355.007,1878.96,N1,Lumen
355.007,17.647,AB,Lumen
355.619,2.18688,R,Wall
355.619,611.589,N0,Wall
355.619,1673.67,N1,Wall
355.619,0,AB,Wall
355.619,2.86428,R,Lumen
355.619,15.1669,N0,Lumen
355.619,1878.96,N1,Lumen
355.619,17.647,AB,Lumen
356.232,2.18707,R,Wall
356.232,610.414,N0,Wall
356.232,1674.81,N1,Wall
356.232,0,AB,Wall
356.232,2.86428,R,Lumen
356.232,15.1669,N0,Lumen
356.232,1878.96,N1,Lumen
356.232,17.647,AB,Lumen
356.847,2.18725,R,Wall
356.847,609.244,N0,Wall
356.847,1675.95,N1,Wall
356.847,0,AB,Wall
356.847,2.86428,R,Lumen
356.847,15.1669,N0,Lumen
356.847,1878.96,N1,Lumen
356.847,17.647,AB,Lumen
357.463,2.18744,R,Wall
357.463,608.076,N0,Wall
357.463,1677.09,N1,Wall
357.463,0,AB,Wall
357.463,2.86428,R,Lumen
357.463,15.1669,N0,Lumen
357.463,1878.96,N1,Lumen
357.463,17.647,AB,Lumen
358.08,2.18762,R,Wall
358.08,606.913,N0,Wall
358.08,1678.23,N1,Wall
358.08,0,AB,Wall
358.08,2.86428,R,Lumen
358.08,15.1669,N0,Lumen
358.08,1878.96,N1,Lumen
358.08,17.647,AB,Lumen
358.699,2.18781,R,Wall
358.699,605.752,N0,Wall
358.699,1679.36,N1,Wall
358.699,0,AB,Wall
358.699,2.86428,R,Lumen
358.699,15.1669,N0,Lumen
358.699,1878.96,N1,Lumen
358.699,17.647,AB,Lumen
359.319,2.18799,R,Wall
359.319,604.595,N0,Wall
359.319,1680.48,N1,Wall
359.319,0,AB,Wall
359.319,2.86428,R,Lumen
359.319,15.1669,N0,Lumen
359.319,1878.96,N1,Lumen
359.319,17.647,AB,Lumen
359.94,2.18818,R,Wall
359.94,603.442,N0,Wall
359.94,1681.61,N1,Wall
359.94,0,AB,Wall
359.94,2.86428,R,Lumen
359.94,15.1669,N0,Lumen
359.94,1878.96,N1,Lumen
359.94,17.647,AB,Lumen
360.563,2.18836,R,Wall
360.563,602.291,N0,Wall
360.563,1682.73,N1,Wall
360.563,0,AB,Wall
360.563,2.86428,R,Lumen
360.563,15.1669,N0,Lumen
360.563,1878.96,N1,Lumen
360.563,17.647,AB,Lumen
361.187,2.18854,R,Wall
361.187,601.145,N0,Wall
361.187,1683.85,N1,Wall
361.187,0,AB,Wall
361.187,2.86428,R,Lumen
361.187,15.1669,N0,Lumen
361.187,1878.96,N1,Lumen
361.187,17.647,AB,Lumen
361.813,2.18872,R,Wall
361.813,600.001,N0,Wall
361.813,1684.96,N1,Wall
361.813,0,AB,Wall
361.813,2.86428,R,Lumen
361.813,15.1669,N0,Lumen
361.813,1878.96,N1,Lumen
361.813,17.647,AB,Lumen
362.44,2.1889,R,Wall
362.44,598.861,N0,Wall
362.44,1686.07,N1,Wall
362.44,0,AB,Wall
362.44,2.86428,R,Lumen
362.44,15.1669,N0,Lumen
362.44,1878.96,N1,Lumen
362.44,17.647,AB,Lumen
363.068,2.18908,R,Wall
363.068,597.725,N0,Wall
363.068,1687.18,N1,Wall
363.068,0,AB,Wall
363.068,2.86428,R,Lumen
363.068,15.1669,N0,Lumen
363.068,1878.96,N1,Lumen
363.068,17.647,AB,Lumen
363.698,2.18926,R,Wall
363.698,596.592,N0,Wall
363.698,1688.28,N1,Wall
363.698,0,AB,Wall
363.698,2.86428,R,Lumen
363.698,15.1669,N0,Lumen
363.698,1878.96,N1,Lumen
363.698,17.647,AB,Lumen
364.329,2.18944,R,Wall
364.329,595.462,N0,Wall
364.329,1689.39,N1,Wall
364.329,0,AB,Wall
364.329,2.86428,R,Lumen
364.329,15.1669,N0,Lumen
364.329,1878.96,N1,Lumen
364.329,17.647,AB,Lumen
364.962,2.18962,R,Wall
364.962,594.336,N0,Wall
364.962,1690.48,N1,Wall
364.962,0,AB,Wall
364.962,2.86428,R,Lumen
364.962,15.1669,N0,Lumen
364.962,1878.96,N1,Lumen
364.962,17.647,AB,Lumen
365.596,2.1898,R,Wall
365.596,593.213,N0,Wall
365.596,1691.58,N1,Wall
365.596,0,AB,Wall
365.596,2.86428,R,Lumen
365.596,15.1669,N0,Lumen
365.596,1878.96,N1,Lumen
365.596,17.647,AB,Lumen
366.231,2.18998,R,Wall
366.231,592.093,N0,Wall
366.231,1692.67,N1,Wall
366.231,0,AB,Wall
366.231,2.86428,R,Lumen
366.231,15.1669,N0,Lumen
366.231,1878.96,N1,Lumen
366.231,17.647,AB,Lumen
366.868,2.19016,R,Wall
366.868,590.977,N0,Wall
366.868,1693.76,N1,Wall
366.868,0,AB,Wall
366.868,2.86428,R,Lumen
366.868,15.1669,N0,Lumen
366.868,1878.96,N1,Lumen
366.868,17.647,AB,Lumen
367.507,2.19033,R,Wall
367.507,589.865,N0,Wall
367.507,1694.84,N1,Wall
367.507,0,AB,Wall
367.507,2.86428,R,Lumen
367.507,15.1669,N0,Lumen
367.507,1878.96,N1,Lumen
367.507,17.647,AB,Lumen
368.146,2.19051,R,Wall
368.146,588.755,N0,Wall
368.146,1695.92,N1,Wall
368.146,0,AB,Wall
368.146,2.86428,R,Lumen
368.146,15.1669,N0,Lumen
368.146,1878.96,N1,Lumen
368.146,17.647,AB,Lumen
368.787,2.19069,R,Wall
368.787,587.649,N0,Wall
368.787,1697,N1,Wall
368.787,0,AB,Wall
368.787,2.86428,R,Lumen
368.787,15.1669,N0,Lumen
368.787,1878.96,N1,Lumen
368.787,17.647,AB,Lumen
369.43,2.19086,R,Wall
369.43,586.547,N0,Wall
369.43,1698.07,N1,Wall
369.43,0,AB,Wall
369.43,2.86428,R,Lumen
369.43,15.1669,N0,Lumen
369.43,1878.96,N1,Lumen
369.43,17.647,AB,Lumen
370.074,2.19104,R,Wall
370.074,585.447,N0,Wall
370.074,1699.14,N1,Wall
370.074,0,AB,Wall
370.074,2.86428,R,Lumen
370.074,15.1669,N0,Lumen
370.074,1878.96,N1,Lumen
370.074,17.647,AB,Lumen
370.72,2.19121,R,Wall
370.72,584.351,N0,Wall
370.72,1700.21,N1,Wall
370.72,0,AB,Wall
370.72,2.86428,R,Lumen
370.72,15.1669,N0,Lumen
370.72,1878.96,N1,Lumen
370.72,17.647,AB,Lumen
371.367,2.19139,R,Wall
371.367,583.259,N0,Wall
371.367,1701.28,N1,Wall
371.367,0,AB,Wall
371.367,2.86428,R,Lumen
371.367,15.1669,N0,Lumen
371.367,1878.96,N1,Lumen
371.367,17.647,AB,Lumen
372.015,2.19156,R,Wall
372.015,582.17,N0,Wall
372.015,1702.34,N1,Wall
372.015,0,AB,Wall
372.015,2.86428,R,Lumen
372.015,15.1669,N0,Lumen
372.015,1878.96,N1,Lumen
372.015,17.647,AB,Lumen
372.665,2.19173,R,Wall
372.665,581.084,N0,Wall
372.665,1703.4,N1,Wall
372.665,0,AB,Wall
372.665,2.86428,R,Lumen
372.665,15.1669,N0,Lumen
372.665,1878.96,N1,Lumen
372.665,17.647,AB,Lumen
373.316,2.19191,R,Wall
373.316,580.002,N0,Wall
373.316,1704.45,N1,Wall
373.316,0,AB,Wall
373.316,2.86428,R,Lumen
373.316,15.1669,N0,Lumen
373.316,1878.96,N1,Lumen
373.316,17.647,AB,Lumen
373.969,2.19208,R,Wall
373.969,578.922,N0,Wall
373.969,1705.5,N1,Wall
373.969,0,AB,Wall
373.969,2.86428,R,Lumen
373.969,15.1669,N0,Lumen
373.969,1878.96,N1,Lumen
373.969,17.647,AB,Lumen
374.624,2.19225,R,Wall
374.624,577.847,N0,Wall
374.624,1706.55,N1,Wall
374.624,0,AB,Wall
374.624,2.86428,R,Lumen
374.624,15.1669,N0,Lumen
374.624,1878.96,N1,Lumen
374.624,17.647,AB,Lumen
375.28,2.19242,R,Wall
375.28,576.774,N0,Wall
375.28,1707.6,N1,Wall
375.28,0,AB,Wall
375.28,2.86428,R,Lumen
375.28,15.1669,N0,Lumen
375.28,1878.96,N1,Lumen
375.28,17.647,AB,Lumen
375.937,2.19259,R,Wall
375.937,575.705,N0,Wall
375.937,1708.64,N1,Wall
375.937,0,AB,Wall
375.937,2.86428,R,Lumen
375.937,15.1669,N0,Lumen
375.937,1878.96,N1,Lumen
375.937,17.647,AB,Lumen
376.596,2.19276,R,Wall
376.596,574.639,N0,Wall
376.596,1709.68,N1,Wall
376.596,0,AB,Wall
376.596,2.86428,R,Lumen
376.596,15.1669,N0,Lumen
376.596,1878.96,N1,Lumen
376.596,17.647,AB,Lumen
377.256,2.19293,R,Wall
377.256,573.577,N0,Wall
377.256,1710.71,N1,Wall
377.256,0,AB,Wall
377.256,2.86428,R,Lumen
377.256,15.1669,N0,Lumen
377.256,1878.96,N1,Lumen
377.256,17.647,AB,Lumen
377.918,2.1931,R,Wall
377.918,572.518,N0,Wall
377.918,1711.74,N1,Wall
377.918,0,AB,Wall
377.918,2.86428,R,Lumen
377.918,15.1669,N0,Lumen
377.918,1878.96,N1,Lumen
377.918,17.647,AB,Lumen
378.582,2.19327,R,Wall
378.582,571.462,N0,Wall
378.582,1712.77,N1,Wall
378.582,0,AB,Wall
378.582,2.86428,R,Lumen
378.582,15.1669,N0,Lumen
378.582,1878.96,N1,Lumen
378.582,17.647,AB,Lumen
379.246,2.19344,R,Wall
379.246,570.41,N0,Wall
379.246,1713.8,N1,Wall
379.246,0,AB,Wall
379.246,2.86428,R,Lumen
379.246,15.1669,N0,Lumen
379.246,1878.96,N1,Lumen
379.246,17.647,AB,Lumen
379.913,2.1936,R,Wall
379.913,569.361,N0,Wall
379.913,1714.82,N1,Wall
379.913,0,AB,Wall
379.913,2.86428,R,Lumen
379.913,15.1669,N0,Lumen
379.913,1878.96,N1,Lumen
379.913,17.647,AB,Lumen
380.581,2.19377,R,Wall
380.581,568.315,N0,Wall
380.581,1715.84,N1,Wall
380.581,0,AB,Wall
380.581,2.86428,R,Lumen
380.581,15.1669,N0,Lumen
380.581,1878.96,N1,Lumen
380.581,17.647,AB,Lumen
381.251,2.19394,R,Wall
381.251,567.272,N0,Wall
381.251,1716.86,N1,Wall
381.251,0,AB,Wall
381.251,2.86428,R,Lumen
381.251,15.1669,N0,Lumen
381.251,1878.96,N1,Lumen
381.251,17.647,AB,Lumen
381.922,2.1941,R,Wall
381.922,566.233,N0,Wall
381.922,1717.87,N1,Wall
381.922,0,AB,Wall
381.922,2.86428,R,Lumen
381.922,15.1669,N0,Lumen
381.922,1878.96,N1,Lumen
381.922,17.647,AB,Lumen
382.594,2.19427,R,Wall
382.594,565.197,N0,Wall
382.594,1718.88,N1,Wall
382.594,0,AB,Wall
382.594,2.86428,R,Lumen
382.594,15.1669,N0,Lumen
382.594,1878.96,N1,Lumen
382.594,17.647,AB,Lumen
383.268,2.19443,R,Wall
383.268,564.165,N0,Wall
383.268,1719.88,N1,Wall
383.268,0,AB,Wall
383.268,2.86428,R,Lumen
383.268,15.1669,N0,Lumen
383.268,1878.96,N1,Lumen
383.268,17.647,AB,Lumen
383.944,2.1946,R,Wall
383.944,563.136,N0,Wall
383.944,1720.89,N1,Wall
383.944,0,AB,Wall
383.944,2.86428,R,Lumen
383.944,15.1669,N0,Lumen
383.944,1878.96,N1,Lumen
383.944,17.647,AB,Lumen
384.621,2.19476,R,Wall
384.621,562.11,N0,Wall
384.621,1721.89,N1,Wall
384.621,0,AB,Wall
384.621,2.86428,R,Lumen
384.621,15.1669,N0,Lumen
384.621,1878.96,N1,Lumen
384.621,17.647,AB,Lumen
385.3,2.19493,R,Wall
385.3,561.087,N0,Wall
385.3,1722.88,N1,Wall
385.3,0,AB,Wall
385.3,2.86428,R,Lumen
385.3,15.1669,N0,Lumen
385.3,1878.96,N1,Lumen
385.3,17.647,AB,Lumen
385.981,2.19509,R,Wall
385.981,560.068,N0,Wall
385.981,1723.88,N1,Wall
385.981,0,AB,Wall
385.981,2.86428,R,Lumen
385.981,15.1669,N0,Lumen
385.981,1878.96,N1,Lumen
385.981,17.647,AB,Lumen
386.663,2.19525,R,Wall
386.663,559.052,N0,Wall
386.663,1724.87,N1,Wall
386.663,0,AB,Wall
386.663,2.86428,R,Lumen
386.663,15.1669,N0,Lumen
386.663,1878.96,N1,Lumen
386.663,17.647,AB,Lumen
387.347,2.19541,R,Wall
387.347,558.039,N0,Wall
387.347,1725.85,N1,Wall
387.347,0,AB,Wall
387.347,2.86428,R,Lumen
387.347,15.1669,N0,Lumen
387.347,1878.96,N1,Lumen
387.347,17.647,AB,Lumen
388.032,2.19557,R,Wall
388.032,557.029,N0,Wall
388.032,1726.84,N1,Wall
388.032,0,AB,Wall
388.032,2.86428,R,Lumen
388.032,15.1669,N0,Lumen
388.032,1878.96,N1,Lumen
388.032,17.647,AB,Lumen
388.719,2.19574,R,Wall
388.719,556.023,N0,Wall
388.719,1727.82,N1,Wall
388.719,0,AB,Wall
388.719,2.86428,R,Lumen
388.719,15.1669,N0,Lumen
388.719,1878.96,N1,Lumen
388.719,17.647,AB,Lumen
389.407,2.1959,R,Wall
389.407,555.02,N0,Wall
389.407,1728.79,N1,Wall
389.407,0,AB,Wall
389.407,2.86428,R,Lumen
389.407,15.1669,N0,Lumen
389.407,1878.96,N1,Lumen
389.407,17.647,AB,Lumen
390.097,2.19606,R,Wall
390.097,554.02,N0,Wall
390.097,1729.77,N1,Wall
390.097,0,AB,Wall
390.097,2.86428,R,Lumen
390.097,15.1669,N0,Lumen
390.097,1878.96,N1,Lumen
390.097,17.647,AB,Lumen
390.789,2.19622,R,Wall
390.789,553.024,N0,Wall
390.789,1730.74,N1,Wall
390.789,0,AB,Wall
390.789,2.86428,R,Lumen
390.789,15.1669,N0,Lumen
390.789,1878.96,N1,Lumen
390.789,17.647,AB,Lumen
391.482,2.19637,R,Wall
391.482,552.031,N0,Wall
391.482,1731.71,N1,Wall
391.482,0,AB,Wall
391.482,2.86428,R,Lumen
391.482,15.1669,N0,Lumen
391.482,1878.96,N1,Lumen
391.482,17.647,AB,Lumen
392.177,2.19653,R,Wall
392.177,551.041,N0,Wall
392.177,1732.67,N1,Wall
392.177,0,AB,Wall
392.177,2.86428,R,Lumen
392.177,15.1669,N0,Lumen
392.177,1878.96,N1,Lumen
392.177,17.647,AB,Lumen
392.874,2.19669,R,Wall
392.874,550.054,N0,Wall
392.874,1733.63,N1,Wall
392.874,0,AB,Wall
392.874,2.86428,R,Lumen
392.874,15.1669,N0,Lumen
392.874,1878.96,N1,Lumen
392.874,17.647,AB,Lumen
393.572,2.19685,R,Wall
393.572,549.071,N0,Wall
393.572,1734.59,N1,Wall
393.572,0,AB,Wall
393.572,2.86428,R,Lumen
393.572,15.1669,N0,Lumen
393.572,1878.96,N1,Lumen
393.572,17.647,AB,Lumen
394.272,2.19701,R,Wall
394.272,548.091,N0,Wall
394.272,1735.55,N1,Wall
394.272,0,AB,Wall
394.272,2.86428,R,Lumen
394.272,15.1669,N0,Lumen
394.272,1878.96,N1,Lumen
394.272,17.647,AB,Lumen
394.973,2.19716,R,Wall
394.973,547.114,N0,Wall
394.973,1736.5,N1,Wall
394.973,0,AB,Wall
394.973,2.86428,R,Lumen
394.973,15.1669,N0,Lumen
394.973,1878.96,N1,Lumen
394.973,17.647,AB,Lumen
395.676,2.19732,R,Wall
395.676,546.14,N0,Wall
395.676,1737.45,N1,Wall
395.676,0,AB,Wall
395.676,2.86428,R,Lumen
395.676,15.1669,N0,Lumen
395.676,1878.96,N1,Lumen
395.676,17.647,AB,Lumen
396.381,2.19747,R,Wall
396.381,545.17,N0,Wall
396.381,1738.39,N1,Wall
396.381,0,AB,Wall
396.381,2.86428,R,Lumen
396.381,15.1669,N0,Lumen
396.381,1878.96,N1,Lumen
396.381,17.647,AB,Lumen
397.088,2.19763,R,Wall
397.088,544.202,N0,Wall
397.088,1739.34,N1,Wall
397.088,0,AB,Wall
397.088,2.86428,R,Lumen
397.088,15.1669,N0,Lumen
397.088,1878.96,N1,Lumen
397.088,17.647,AB,Lumen
397.796,2.19778,R,Wall
397.796,543.239,N0,Wall
397.796,1740.27,N1,Wall
397.796,0,AB,Wall
397.796,2.86428,R,Lumen
397.796,15.1669,N0,Lumen
397.796,1878.96,N1,Lumen
397.796,17.647,AB,Lumen
398.506,2.19794,R,Wall
398.506,542.278,N0,Wall
398.506,1741.21,N1,Wall
398.506,0,AB,Wall
398.506,2.86428,R,Lumen
398.506,15.1669,N0,Lumen
398.506,1878.96,N1,Lumen
398.506,17.647,AB,Lumen
399.217,2.19809,R,Wall
399.217,541.32,N0,Wall
399.217,1742.14,N1,Wall
399.217,0,AB,Wall
399.217,2.86428,R,Lumen
399.217,15.1669,N0,Lumen
399.217,1878.96,N1,Lumen
399.217,17.647,AB,Lumen
399.93,2.19824,R,Wall
399.93,540.366,N0,Wall
399.93,1743.07,N1,Wall
399.93,0,AB,Wall
399.93,2.86428,R,Lumen
399.93,15.1669,N0,Lumen
399.93,1878.96,N1,Lumen
399.93,17.647,AB,Lumen
400.645,2.1984,R,Wall
400.645,539.415,N0,Wall
400.645,1744,N1,Wall
400.645,0,AB,Wall
400.645,2.86428,R,Lumen
400.645,15.1669,N0,Lumen
400.645,1878.96,N1,Lumen
400.645,17.647,AB,Lumen
401.362,2.19855,R,Wall
401.362,538.467,N0,Wall
401.362,1744.92,N1,Wall
401.362,0,AB,Wall
401.362,2.86428,R,Lumen
401.362,15.1669,N0,Lumen
401.362,1878.96,N1,Lumen
401.362,17.647,AB,Lumen
402.08,2.1987,R,Wall
402.08,537.522,N0,Wall
402.08,1745.84,N1,Wall
402.08,0,AB,Wall
402.08,2.86428,R,Lumen
402.08,15.1669,N0,Lumen
402.08,1878.96,N1,Lumen
402.08,17.647,AB,Lumen
402.801,2.19885,R,Wall
402.801,536.581,N0,Wall
402.801,1746.76,N1,Wall
402.801,0,AB,Wall
402.801,2.86428,R,Lumen
402.801,15.1669,N0,Lumen
402.801,1878.96,N1,Lumen
402.801,17.647,AB,Lumen
403.522,2.199,R,Wall
403.522,535.643,N0,Wall
403.522,1747.68,N1,Wall
403.522,0,AB,Wall
403.522,2.86428,R,Lumen
403.522,15.1669,N0,Lumen
403.522,1878.96,N1,Lumen
403.522,17.647,AB,Lumen
404.246,2.19915,R,Wall
404.246,534.708,N0,Wall
404.246,1748.59,N1,Wall
404.246,0,AB,Wall
404.246,2.86428,R,Lumen
404.246,15.1669,N0,Lumen
404.246,1878.96,N1,Lumen
404.246,17.647,AB,Lumen
404.971,2.1993,R,Wall
404.971,533.776,N0,Wall
404.971,1749.49,N1,Wall
404.971,0,AB,Wall
404.971,2.86428,R,Lumen
404.971,15.1669,N0,Lumen
404.971,1878.96,N1,Lumen
404.971,17.647,AB,Lumen
405.698,2.19945,R,Wall
405.698,532.847,N0,Wall
405.698,1750.4,N1,Wall
405.698,0,AB,Wall
405.698,2.86428,R,Lumen
405.698,15.1669,N0,Lumen
405.698,1878.96,N1,Lumen
405.698,17.647,AB,Lumen
406.427,2.1996,R,Wall
406.427,531.922,N0,Wall
406.427,1751.3,N1,Wall
406.427,0,AB,Wall
406.427,2.86428,R,Lumen
406.427,15.1669,N0,Lumen
406.427,1878.96,N1,Lumen
406.427,17.647,AB,Lumen
407.157,2.19975,R,Wall
407.157,531,N0,Wall
407.157,1752.2,N1,Wall
407.157,0,AB,Wall
407.157,2.86428,R,Lumen
407.157,15.1669,N0,Lumen
407.157,1878.96,N1,Lumen
407.157,17.647,AB,Lumen
407.89,2.1999,R,Wall
407.89,530.08,N0,Wall
407.89,1753.09,N1,Wall
407.89,0,AB,Wall
407.89,2.86428,R,Lumen
407.89,15.1669,N0,Lumen
407.89,1878.96,N1,Lumen
407.89,17.647,AB,Lumen
408.624,2.20004,R,Wall
408.624,529.165,N0,Wall
408.624,1753.99,N1,Wall
408.624,0,AB,Wall
408.624,2.86428,R,Lumen
408.624,15.1669,N0,Lumen
408.624,1878.96,N1,Lumen
408.624,17.647,AB,Lumen
409.36,2.20019,R,Wall
